Time,AccelX[mm/s^2];AccelY[mm/s^2];AccelZ[mm/s^2],Total_axes acceleration, AngleX(deg); AngleY(deg);AngleZ(deg), DistanceX[mm];DistanceY[mm];DistanceZ[mm], Latitude ;Longitude
02:04:46,1877.007339811324;96.03803758303364;3973.056074476242,4395.1739930634085,25;25;25,0.001877007339811324;9.603803758303364e-05;0.003973056074476242,43.11653;5.882566666666666 
02:04:48,1558.1813558705649;1173.0010705026004;11.35998808543448,1950.3819365734958,53;53;53,0.0015581813558705648;0.0011730010705026004;1.135998808543448e-05,43.11653;5.882566666666666 
02:04:50,1151.5018877824143;1396.9406029192605;1874.1305568790451,2605.7177494653274,26;26;26,0.0011515018877824143;0.0013969406029192607;0.0018741305568790452,43.11653;5.882566666666666 
02:04:52,367.39149173100753;626.4004670588174;906.9815734386531,1161.8819337114655,18;18;18,0.00036739149173100754;0.0006264004670588174;0.0009069815734386531,43.11653;5.882566666666666 
02:04:54,496.88288610458363;496.48385249455794;1298.1130710061652,1475.9696349886458,20;20;20,0.0004968828861045836;0.000496483852494558;0.0012981130710061652,43.11653;5.882566666666666 
02:04:56,1330.9410673109692;1264.430269889829;1875.3195523389286,2624.3116155390558,30;30;30,0.0013309410673109693;0.0012644302698898292;0.0018753195523389286,43.11653;5.882566666666666 
02:04:58,2557.992487271627;291.72037899971065;2946.605708665864,3912.915990256381,41;41;41,0.002557992487271627;0.00029172037899971066;0.002946605708665864,43.11653;5.882566666666666 
02:05:00,1982.4663115310668;662.3047631009413;694.9681580416449,2202.6804162823037,64;64;64,0.001982466311531067;0.0006623047631009413;0.0006949681580416449,43.11653;5.882566666666666 
02:05:02,130.1921971511836;1066.5457617378254;2281.331886110314,2521.6948754089212,3;3;3,0.0001301921971511836;0.0010665457617378253;0.0022813318861103138,43.11653;5.882566666666666 
02:05:03,2437.0522584629052;971.0495369784023;2026.9498301887604,3315.220434276937,47;47;47,0.0024370522584629055;0.0009710495369784024;0.0020269498301887607,43.11653;5.882566666666666 
02:05:06,37.427482150395655;35.18416507403077;249.93407814978673,255.15835340560287,8;8;8,3.742748215039565e-05;3.518416507403077e-05;0.00024993407814978677,43.11653;5.882566666666666 
02:05:08,983.8348232396442;950.821026910147;2340.833408775332,2711.363611224468,21;21;21,0.0009838348232396443;0.0009508210269101471;0.002340833408775332,43.11653;5.882566666666666 
02:05:09,187.72910277684517;851.9685553963976;676.5540039189783,1104.0008857027358,10;10;10,0.00018772910277684517;0.0008519685553963976;0.0006765540039189783,43.11653;5.882566666666666 
02:05:11,29.80157576878892;45.82963360150738;168.18643172581994,176.8478584858046,10;10;10,2.980157576878892e-05;4.582963360150738e-05;0.00016818643172581996,43.11653;5.882566666666666 
02:05:13,3.7322112337747626;14.98246507644474;11.66612168307779,19.352055590680248,11;11;11,3.732211233774763e-06;1.498246507644474e-05;1.166612168307779e-05,43.11653;5.882566666666666 
02:05:15,2.578131214777166;27.32819087664129;17.684047314258322,32.65275343005052,5;5;5,2.5781312147771657e-06;2.732819087664129e-05;1.768404731425832e-05,43.11653;5.882566666666666 
02:05:17,28.383759473164503;23.07037755966035;15.309173844602952,39.65161946730563,46;46;46,2.8383759473164502e-05;2.3070377559660353e-05;1.5309173844602954e-05,43.11653;5.882566666666666 
02:05:19,1.4178162956242497;4.1331153138496335;13.451797087947526,14.143680219130719,6;6;6,1.4178162956242499e-06;4.133115313849634e-06;1.3451797087947526e-05,43.11653;5.882566666666666 
02:05:21,22.25984053929668;71.17512622833306;44.81459185594083,87.00429148995248,15;15;15,2.225984053929668e-05;7.117512622833305e-05;4.481459185594083e-05,43.11653;5.882566666666666 
02:05:23,199.12774724324538;256.9888676770535;166.41572008132323,365.2250398347425,33;33;33,0.0001991277472432454;0.00025698886767705357;0.00016641572008132323,43.11653;5.882566666666666 
02:05:24,118.89892249743136;101.8221544583643;35.07318385122282,160.42080019453482,48;48;48,0.00011889892249743136;0.0001018221544583643;3.507318385122282e-05,43.11653;5.882566666666666 
02:05:26,230.24426345507294;130.9927583312992;168.09602567355597,313.73204719386894,47;47;47,0.00023024426345507297;0.0001309927583312992;0.00016809602567355598,43.11653;5.882566666666666 
02:05:28,114.57252527872733;32.20512977918122;79.52054008801213,143.1347275427164,53;53;53,0.00011457252527872733;3.220512977918122e-05;7.952054008801213e-05,43.11653;5.882566666666666 
02:05:30,235.60752456982922;220.8788199297581;87.37339683535339,334.56310197335466,45;45;45,0.00023560752456982923;0.0002208788199297581;8.737339683535339e-05,43.11653;5.882566666666666 
02:05:32,61.45928131421421;60.727927525838496;176.725750980399,196.71582422578314,18;18;18,6.145928131421421e-05;6.07279275258385e-05;0.00017672575098039901,43.11653;5.882566666666666 
02:05:35,112.10412830670666;61.03904904365531;12.950511115406016,128.2997148465676,61;61;61,0.00011210412830670666;6.103904904365531e-05;1.2950511115406016e-05,43.11653;5.882566666666666 
02:05:37,54.84467573801658;28.490376265842055;66.7776511478575,90.98843162403887,37;37;37,5.484467573801659e-05;2.8490376265842055e-05;6.67776511478575e-05,43.11653;5.882566666666666 
02:05:38,57.63105261802705;102.77796465237937;29.08331527074637,121.36921961965963,28;28;28,5.763105261802705e-05;0.00010277796465237937;2.9083315270746368e-05,43.11653;5.882566666666666 
02:05:40,81.25508931159932;108.15431905746419;50.08495295844462,144.2506456923828,34;34;34,8.125508931159932e-05;0.0001081543190574642;5.008495295844462e-05,43.11653;5.882566666666666 
02:05:42,512.9988560295103;275.7852211793251;46.2031041208828,584.2602513768335,61;61;61,0.0005129988560295104;0.00027578522117932514;4.62031041208828e-05,43.11653;5.882566666666666 
02:05:44,93.54719497044886;110.80352813402821;248.29242893854973,287.5371798602614,19;19;19,9.354719497044886e-05;0.00011080352813402823;0.0002482924289385498,43.11653;5.882566666666666 
02:05:46,160.22695818583182;195.04887556076133;114.66293133101502,277.2441700170136,35;35;35,0.00016022695818583183;0.00019504887556076134;0.00011466293133101502,43.11653;5.882566666666666 
02:05:48,26.128596086502228;12.617567447025468;22.885824514965236,36.9549388507355,45;45;45,2.612859608650223e-05;1.2617567447025469e-05;2.2885824514965237e-05,43.11653;5.882566666666666 
02:05:50,12.641260067622035;7.089704968133215;1.3442444737279402,14.555836143539688,60;60;60,1.2641260067622036e-05;7.089704968133215e-06;1.3442444737279402e-06,43.11653;5.882566666666666 
02:05:51,17.78442920684807;12.580158046085144;5.242927541683429,22.406128355546258,53;53;53,1.7784429206848073e-05;1.2580158046085144e-05;5.242927541683429e-06,43.11653;5.882566666666666 
02:05:53,33.75013803799963;168.32796395937578;60.57579596200213,182.05164741007715,11;11;11,3.375013803799964e-05;0.00016832796395937577;6.0575795962002135e-05,43.11653;5.882566666666666 
02:05:55,359.711341718038;230.2467574151359;52.43551031748339,430.29675969385414,57;57;57,0.000359711341718038;0.0002302467574151359;5.2435510317483395e-05,43.11653;5.882566666666666 
02:05:57,629.4038184642787;411.7889687665316;537.0537243238953,924.2002079124333,43;43;43,0.0006294038184642787;0.0004117889687665316;0.0005370537243238954,43.11653;5.882566666666666 
02:05:59,227.40738388379427;377.7682360617313;118.65887884143156,456.62116458829286,30;30;30,0.00022740738388379427;0.00037776823606173126;0.00011865887884143156,43.11653;5.882566666666666 
02:06:01,386.9241869417825;430.87649210611977;168.60541701635333,603.152273093199,40;40;40,0.00038692418694178255;0.0004308764921061198;0.00016860541701635334,43.11653;5.882566666666666 
02:06:03,39.76993413925163;189.2236083443969;588.3014861615745,619.2623517025974,4;4;4,3.9769934139251634e-05;0.00018922360834439689;0.0005883014861615745,43.11653;5.882566666666666 
02:06:05,195.6754830265047;404.93120208422215;369.6603718980196,582.1571640294494,20;20;20,0.0001956754830265047;0.00040493120208422216;0.0003696603718980196,43.11653;5.882566666666666 
02:06:07,267.5270959218343;793.4926738071449;2167.3367125860955,2323.4779525877766,7;7;7,0.0002675270959218343;0.000793492673807145;0.0021673367125860958,43.11653;5.882566666666666 
02:06:09,147.61749610900853;303.5953698380792;812.4511347135019,879.7942486978817,10;10;10,0.00014761749610900854;0.00030359536983807925;0.0008124511347135019,43.11653;5.882566666666666 
02:06:11,268.7316786321004;849.7695061111446;878.0372964414358,1251.109276825566,12;12;12,0.0002687316786321004;0.0008497695061111445;0.0008780372964414359,43.11653;5.882566666666666 
02:06:12,755.7241426181791;289.70027134895304;785.2451478799178,1127.6768904365263,42;42;42,0.0007557241426181791;0.00028970027134895307;0.0007852451478799179,43.11653;5.882566666666666 
02:06:15,25.646638304392773;478.47247292200666;1105.8081750043093,1205.1578225721219,1;1;1,2.5646638304392775e-05;0.0004784724729220067;0.0011058081750043094,43.11653;5.882566666666666 
02:06:16,61.78474310239164;97.07178402900723;93.47299965858369,148.2480603582264,25;25;25,6.178474310239164e-05;9.707178402900724e-05;9.34729996585837e-05,43.11653;5.882566666666666 
02:06:18,76.07076983133969;163.15237333933325;132.01652893701345,223.2349051146956,20;20;20,7.607076983133969e-05;0.00016315237333933326;0.00013201652893701346,43.11653;5.882566666666666 
02:06:20,486.36959746042874;1094.8790185197192;3085.7830204327643,3310.192184710682,8;8;8,0.00048636959746042874;0.0010948790185197192;0.003085783020432765,43.11653;5.882566666666666 
02:06:22,154.73401114781694;626.1311193720501;1225.0063727092684,1384.4216864923446,6;6;6,0.00015473401114781695;0.0006261311193720502;0.0012250063727092685,43.11653;5.882566666666666 
02:06:24,370.7022237141928;105.80563216845229;1738.3718408679892,1780.6042871980217,12;12;12,0.00037070222371419283;0.00010580563216845229;0.0017383718408679894,43.11653;5.882566666666666 
02:06:26,571.7397208754223;336.55118159612016;410.1809880161227,780.000928967609,47;47;47,0.0005717397208754223;0.0003365511815961202;0.0004101809880161227,43.11653;5.882566666666666 
02:06:28,370.77517204602555;342.0017313130688;154.4472057405937,527.5351663993346,45;45;45,0.0003707751720460256;0.0003420017313130688;0.00015444720574059372,43.11653;5.882566666666666 
02:06:29,388.1113119316102;639.9775856399531;705.250755379998,1028.3872463886728,22;22;22,0.0003881113119316102;0.0006399775856399531;0.0007052507553799981,43.11653;5.882566666666666 
02:06:31,329.27505311330145;205.32960242907083;193.48952703158417,433.61331080509274,49;49;49,0.0003292750531133015;0.00020532960242907085;0.00019348952703158418,43.11653;5.882566666666666 
02:06:33,608.5661586507161;37.65256204605028;333.62140201248104,695.0350529033005,61;61;61,0.0006085661586507162;3.7652562046050276e-05;0.000333621402012481,43.11653;5.882566666666666 
02:06:35,207.51742889404295;615.1159212652838;340.06891226450085,732.8560192681737,16;16;16,0.00020751742889404295;0.0006151159212652838;0.0003400689122645009,43.11653;5.882566666666666 
02:06:37,516.5789356994627;1212.5552770964289;394.02511473019786,1375.6452623626967,22;22;22,0.0005165789356994626;0.001212555277096429;0.0003940251147301979,43.11653;5.882566666666666 
02:06:39,46.76860956509912;604.9517870299017;449.3374079799572,755.0219027826084,4;4;4,4.6768609565099124e-05;0.0006049517870299017;0.0004493374079799573,43.11653;5.882566666666666 
02:06:41,762.7483811346688;1021.4381295744563;1112.6622007465112,1692.0810023288457,27;27;27,0.0007627483811346688;0.0010214381295744564;0.0011126622007465112,43.11653;5.882566666666666 
02:06:43,226.79698715845754;803.9012161286671;899.4554254595446,1227.4828312713435,11;11;11,0.00022679698715845757;0.0008039012161286671;0.0008994554254595446,43.11653;5.882566666666666 
02:06:45,36.6743062114716;32.801809724172124;2072.224557676308,2072.8086213864617,1;1;1,3.66743062114716e-05;3.2801809724172126e-05;0.002072224557676308,43.11653;5.882566666666666 
02:06:47,373.4985764344533;120.43021397590559;532.624451252623,661.5840302705343,34;34;34,0.00037349857643445333;0.0001204302139759056;0.000532624451252623,43.11653;5.882566666666666 
02:06:49,235.33880037307728;395.0077349948886;542.1825531927756,710.8989960982278,19;19;19,0.00023533880037307728;0.00039500773499488864;0.0005421825531927755,43.11653;5.882566666666666 
02:06:50,5.113865108489992;223.64836257934496;740.9293480364596,773.9644956214096,0;0;0,5.113865108489992e-06;0.00022364836257934498;0.0007409293480364597,43.11653;5.882566666666666 
02:06:52,335.09720287958777;348.28713416099544;911.9133794625434,1032.0756148861378,19;19;19,0.00033509720287958777;0.00034828713416099543;0.0009119133794625434,43.11653;5.882566666666666 
02:06:54,436.81959893544496;171.98036847114474;697.9528047466204,841.1460793508269,31;31;31,0.000436819598935445;0.00017198036847114475;0.0006979528047466204,43.11653;5.882566666666666 
02:06:57,282.1734998798369;206.49490526835035;223.4862551752439,414.9796816573982,43;43;43,0.00028217349987983694;0.00020649490526835035;0.00022348625517524393,43.11653;5.882566666666666 
02:06:58,126.99556384086608;290.1984398714699;186.30442809106108,367.4946906629155,20;20;20,0.00012699556384086609;0.0002901984398714699;0.0001863044280910611,43.11653;5.882566666666666 
02:07:00,29.391319338480493;37.17683916409664;1.2613203016513808,47.40841646367241,38;38;38,2.9391319338480494e-05;3.717683916409664e-05;1.2613203016513808e-06,43.11653;5.882566666666666 
02:07:03,1242.1741702906288;13.640714562733802;236.76596901895408,1264.6109530272456,79;79;79,0.0012421741702906288;1.3640714562733802e-05;0.00023676596901895408,43.11653;5.882566666666666 
02:07:04,2069.6906942526493;2033.667311617532;2117.5317066446873,3592.1251137541485,35;35;35,0.002069690694252649;0.002033667311617532;0.0021175317066446874,43.11653;5.882566666666666 
02:07:06,1028.8638956610362;291.9043085543311;43.811396420807114,1070.3683849982335,74;74;74,0.001028863895661036;0.0002919043085543311;4.3811396420807114e-05,43.11653;5.882566666666666 
02:07:08,450.8032330067949;974.0291957632691;1341.5771834882282,1718.0761823460641,15;15;15,0.00045080323300679496;0.000974029195763269;0.0013415771834882281,43.11653;5.882566666666666 
02:07:10,1759.3341986846922;1062.5915880584719;1871.231328306175,2779.543917571483,39;39;39,0.0017593341986846922;0.001062591588058472;0.0018712313283061753,43.11653;5.882566666666666 
02:07:12,1581.9961805089317;894.6233778381347;2455.3460790125428,3054.7974189856895,31;31;31,0.0015819961805089318;0.0008946233778381348;0.0024553460790125428,43.11653;5.882566666666666 
02:07:14,1334.6682906246178;2291.933710336685;2722.4629185040553,3800.803062670591,21;21;21,0.001334668290624618;0.002291933710336685;0.002722462918504055,43.11653;5.882566666666666 
02:07:16,369.2176939868928;880.4034410508463;2563.8214954280566,2735.8020003257043,8;8;8,0.0003692176939868928;0.0008804034410508462;0.0025638214954280566,43.11653;5.882566666666666 
02:07:18,1476.3520322545362;477.3470734437306;153.44151634535484,1559.172809731415,71;71;71,0.0014763520322545363;0.0004773470734437306;0.00015344151634535486,43.11653;5.882566666666666 
02:07:20,274.18035787900243;695.8472789637258;1131.5078099600607,1356.3510711790263,12;12;12,0.00027418035787900243;0.0006958472789637258;0.001131507809960061,43.11653;5.882566666666666 
02:07:22,371.4672459634144;1402.9815976810446;1690.5495331764353,2228.0715882525774,10;10;10,0.00037146724596341446;0.0014029815976810448;0.0016905495331764353,43.11653;5.882566666666666 
02:07:24,2039.7812547111514;261.6494555441534;409.62234096210716,2096.892573994392,77;77;77,0.0020397812547111515;0.0002616494555441534;0.00040962234096210713,43.11653;5.882566666666666 
02:07:26,925.933799444834;1187.8002295144397;1840.576818195961,2378.2232464319386,23;23;23,0.000925933799444834;0.0011878002295144397;0.0018405768181959613,43.11653;5.882566666666666 
02:07:28,1000.2731375026704;95.77928922653278;241.904150238037,1033.5558232415715,75;75;75,0.0010002731375026704;9.577928922653278e-05;0.00024190415023803702,43.11653;5.882566666666666 
02:07:30,132.9243303998308;184.65903793970728;887.1159345595192,915.8288700704247,8;8;8,0.00013292433039983082;0.00018465903793970728;0.0008871159345595194,43.11653;5.882566666666666 
02:07:32,474.6193046251928;1404.8090469169626;2510.721968243946,2915.900674653614,9;9;9,0.0004746193046251928;0.0014048090469169629;0.002510721968243946,43.11653;5.882566666666666 
02:07:34,801.391045325597;900.9823525079079;1010.9011483096868,1573.5049852836758,31;31;31,0.000801391045325597;0.000900982352507908;0.0010109011483096868,43.11653;5.882566666666666 
02:07:36,667.7104215367635;125.98987444559629;480.29618121780084,832.1028044562896,53;53;53,0.0006677104215367636;0.0001259898744455963;0.0004802961812178008,43.11653;5.882566666666666 
02:07:37,1313.328097858429;623.2269028790801;2414.794911883666,2818.5948505515885,28;28;28,0.001313328097858429;0.0006232269028790801;0.002414794911883666,43.11653;5.882566666666666 
02:07:39,674.8500057061515;1310.2711263116207;1549.2486144161112,2138.3180829609414,18;18;18,0.0006748500057061515;0.0013102711263116207;0.0015492486144161113,43.11653;5.882566666666666 
02:07:41,1786.7309734630578;562.5101981735237;2301.6470612907574,2967.5586749599142,37;37;37,0.0017867309734630578;0.0005625101981735237;0.0023016470612907576,43.11653;5.882566666666666 
02:07:43,576.4127785428367;1796.5085438887272;1214.4737558746178,2243.800602380004,15;15;15,0.0005764127785428366;0.0017965085438887273;0.0012144737558746179,43.11653;5.882566666666666 
02:07:45,220.09696345011375;1249.60554778735;2845.537977126443,3115.6127932799563,4;4;4,0.00022009696345011377;0.00124960554778735;0.002845537977126443,43.11653;5.882566666666666 
02:07:47,967.165817670822;282.82379996617686;1058.0369934940209,1461.1096126916846,41;41;41,0.000967165817670822;0.0002828237999661769;0.0010580369934940208,43.11653;5.882566666666666 
02:07:49,1162.5488838799793;848.4502012379972;180.29897226015555,1450.4810825341542,53;53;53,0.0011625488838799794;0.0008484502012379973;0.00018029897226015556,43.11653;5.882566666666666 
02:07:51,971.4186430676776;486.7125169690461;7.2144029712575275,1086.552024471918,63;63;63,0.0009714186430676777;0.0004867125169690461;7.2144029712575274e-06,43.11653;5.882566666666666 
02:07:53,1384.3105656719201;807.831697187424;2598.350995985631,3052.9224837114925,27;27;27,0.0013843105656719203;0.000807831697187424;0.0025983509959856313,43.11653;5.882566666666666 
02:07:54,801.7776091353095;1255.4588720544184;1259.3856121730696,1950.6605122571746,24;24;24,0.0008017776091353095;0.0012554588720544184;0.0012593856121730696,43.11653;5.882566666666666 
02:07:56,1309.3695597489677;1522.0407571125018;1031.642167170844,2257.2864841206488,35;35;35,0.0013093695597489678;0.001522040757112502;0.001031642167170844,43.11653;5.882566666666666 
02:07:58,1440.8324295520783;695.98881119728;1489.2233601379203,2185.905929298245,41;41;41,0.0014408324295520785;0.0006959888111972801;0.0014892233601379204,43.11653;5.882566666666666 
02:08:00,852.2572312736515;985.4733550008132;2366.418321568161,2701.376647994178,18;18;18,0.0008522572312736516;0.0009854733550008132;0.002366418321568161,43.11653;5.882566666666666 
02:08:02,52.16865659077949;735.2630707740789;324.23475982667503,805.2710919028923,4;4;4,5.2168656590779494e-05;0.000735263070774079;0.00032423475982667506,43.11653;5.882566666666666 
02:08:04,48.634715181986266;329.2382672023779;76.17613964398728,341.41759820243243,8;8;8,4.863471518198627e-05;0.00032923826720237793;7.617613964398729e-05,43.11653;5.882566666666666 
02:08:06,5.80406855583189;6.223677336375522;19.58631535209321,21.355212957490096,16;16;16,5.80406855583189e-06;6.223677336375522e-06;1.958631535209321e-05,43.11653;5.882566666666666 
02:08:08,3.843192456563213;3.2907803026828164;10.488972533618579,11.645510210794312,19;19;19,3.843192456563213e-06;3.2907803026828164e-06;1.0488972533618579e-05,43.11653;5.882566666666666 
02:08:10,16.491310914357488;5.914426288605612;6.0784041626984475,18.544292145090505,63;63;63,1.6491310914357487e-05;5.914426288605612e-06;6.078404162698448e-06,43.11653;5.882566666666666 
02:08:12,6.2822853978472395;19.878732169469338;6.335282049242608,21.789146406616194,17;17;17,6.28228539784724e-06;1.987873216946934e-05;6.335282049242608e-06,43.11653;5.882566666666666 
02:08:14,109.23669772466017;118.40636538505633;55.19507712679861,170.29157358049602,40;40;40,0.00010923669772466018;0.00011840636538505634;5.519507712679861e-05,43.11653;5.882566666666666 
02:08:16,121.94529471397394;6.626451886495022;59.73408444083894,135.95118834150466,64;64;64,0.00012194529471397395;6.6264518864950215e-06;5.9734084440838945e-05,43.11653;5.882566666666666 
02:08:18,115.38805021921786;22.567844607034537;26.029461174015722,120.421105262365,73;73;73,0.00011538805021921786;2.256784460703454e-05;2.602946117401572e-05,43.11653;5.882566666666666 
02:08:20,51.15984974543238;71.2692732206981;9.013795156478821,88.19233546348964,35;35;35,5.115984974543239e-05;7.12692732206981e-05;9.013795156478822e-06,43.11653;5.882566666666666 
02:08:22,14.293508609135793;41.087368542353616;86.63954908688787,96.9478607710035,8;8;8,1.4293508609135794e-05;4.108736854235362e-05;8.663954908688786e-05,43.11653;5.882566666666666 
02:08:24,85.3956865056355;32.15649755795841;73.29873322170499,117.04344450190467,47;47;47,8.53956865056355e-05;3.215649755795841e-05;7.329873322170499e-05,43.11653;5.882566666666666 
02:08:26,52.53339824994411;179.92986617088297;260.11754057566174,320.61760648331546,9;9;9,5.253339824994412e-05;0.00017992986617088296;0.00026011754057566174,43.11653;5.882566666666666 
02:08:28,193.94031031290686;8.959551525116794;19.296392494858594,195.10373725562886,84;84;84,0.00019394031031290688;8.959551525116794e-06;1.9296392494858595e-05,43.11653;5.882566666666666 
02:08:30,157.13195374806725;83.31135938326517;197.2678765265261,265.6046848236248,36;36;36,0.00015713195374806723;8.331135938326517e-05;0.0001972678765265261,43.11653;5.882566666666666 
02:08:32,128.4420606772104;75.20661266962713;60.87756512958009,160.80881653800512,53;53;53,0.0001284420606772104;7.520661266962713e-05;6.0877565129580095e-05,43.11653;5.882566666666666 
02:08:34,32.35102644284563;52.179879411061506;35.09188855170109,70.71611817247627,27;27;27,3.235102644284564e-05;5.217987941106151e-05;3.509188855170109e-05,43.11653;5.882566666666666 
02:08:36,75.36310866355893;17.39911237716818;19.68669724462302,79.81161135668272,71;71;71,7.536310866355893e-05;1.739911237716818e-05;1.968669724462302e-05,43.11653;5.882566666666666 
02:08:38,62.49427474021905;138.49147274970863;30.674461790724195,155.004338667793,24;24;24,6.249427474021905e-05;0.00013849147274970863;3.0674461790724195e-05,43.11653;5.882566666666666 
02:08:40,45.13381874402369;100.56519858678232;36.033358475375366,115.96906347915488,23;23;23,4.51338187440237e-05;0.00010056519858678231;3.6033358475375366e-05,43.11653;5.882566666666666 
02:08:42,394.5862557442983;247.84164565722182;123.3007620080393,482.00297971708414,55;55;55,0.0003945862557442983;0.00024784164565722186;0.0001233007620080393,43.11653;5.882566666666666 
02:08:44,97.69901498476682;55.81420271237653;150.56660388308885,187.96442471462237,31;31;31,9.769901498476683e-05;5.5814202712376525e-05;0.00015056660388308886,43.11653;5.882566666666666 
02:08:46,117.02782896041884;36.79027535438551;171.43917913752205,210.8089876053389,34;34;34,0.00011702782896041884;3.6790275354385504e-05;0.00017143917913752205,43.11653;5.882566666666666 
02:08:48,180.13000646591198;114.1878319390614;101.52474972092129,236.20532381436396,50;50;50,0.00018013000646591198;0.0001141878319390614;0.00010152474972092129,43.11653;5.882566666666666 
02:08:50,56.561767241160005;181.33084823608425;32.134051917385165,192.64658659859558,17;17;17,5.656176724116001e-05;0.00018133084823608426;3.2134051917385167e-05,43.11653;5.882566666666666 
02:08:52,64.80555222829176;60.414935537973506;111.30419061660035,142.26154394103787,27;27;27,6.480555222829177e-05;6.041493553797351e-05;0.00011130419061660035,43.11653;5.882566666666666 
02:08:54,32.64281977017722;24.221963618595744;89.98020859083589,98.73548066495238,19;19;19,3.264281977017722e-05;2.4221963618595742e-05;8.998020859083589e-05,43.11653;5.882566666666666 
02:08:56,135.82418246269202;79.7456199836718;11.18229343097532,157.90065273650796,59;59;59,0.000135824182462692;7.97456199836718e-05;1.1182293430975321e-05,43.11653;5.882566666666666 
02:08:58,80.3984140300751;31.946381422678026;50.509549659103925,100.17829541033372,53;53;53,8.039841403007512e-05;3.194638142267803e-05;5.0509549659103925e-05,43.11653;5.882566666666666 
02:09:00,265.86674201011675;79.39646557489999;203.43793372155795,344.0580127387782,51;51;51,0.0002658667420101167;7.939646557489999e-05;0.00020343793372155797,43.11653;5.882566666666666 
02:09:02,74.38672329902637;70.01294083913223;47.690127808246885,112.73661684863825,41;41;41,7.438672329902637e-05;7.001294083913224e-05;4.769012780824689e-05,43.11653;5.882566666666666 
02:09:04,130.71343480428044;36.21728802998791;100.04333744366889,168.54187419584423,51;51;51,0.00013071343480428044;3.621728802998792e-05;0.00010004333744366889,43.11653;5.882566666666666 
02:09:06,91.25836312294007;8.428338031768234;52.40932373682128,105.57396902838823,60;60;60,9.125836312294007e-05;8.428338031768234e-06;5.240932373682128e-05,43.11656833333333;5.882501666666667 
02:09:08,19.113709920247302;2.869301052093709;86.40698731104379,88.54227381095309,12;12;12,1.91137099202473e-05;2.869301052093709e-06;8.640698731104379e-05,43.11657;5.8824983333333325 
02:09:09,63.625285628636604;73.07926473617404;54.24550183297683,111.04652347019646,35;35;35,6.36252856286366e-05;7.307926473617405e-05;5.424550183297683e-05,43.11657166666667;5.882493333333334 
02:09:11,61.62450616836537;132.80087937672926;127.45632296247145,194.1101944433659,19;19;19,6.162450616836538e-05;0.00013280087937672926;0.00012745632296247146,43.11657166666667;5.882491666666666 
02:09:13,95.5124354998269;198.54041964848813;24.904061695734114,221.723106279547,26;26;26,9.55124354998269e-05;0.0001985404196484881;2.4904061695734114e-05,43.11657166666667;5.882491666666666 
02:09:15,73.35734128316231;19.416726067862488;8.205128606162404,76.32583380987347,74;74;74,7.335734128316232e-05;1.941672606786249e-05;8.205128606162404e-06,43.11657166666667;5.882491666666666 
02:09:16,81.91848268826801;55.14395094553426;119.3228957080823,154.8852690606613,32;32;32,8.191848268826801e-05;5.514395094553426e-05;0.0001193228957080823,43.11657166666667;5.882491666666666 
02:09:18,81.66596923192355;39.428261610667484;51.12680477463094,104.10508398100423,52;52;52,8.166596923192356e-05;3.942826161066749e-05;5.112680477463094e-05,43.11657166666667;5.882491666666666 
02:09:20,99.37433265686035;28.456707804997762;69.358276322669,124.48137493033674,53;53;53,9.937433265686035e-05;2.8456707804997766e-05;6.9358276322669e-05,43.11657166666667;5.882491666666666 
02:09:22,8.587327985763448;12.976697696050032;202.47401815733213,203.0710834013681,2;2;2,8.58732798576345e-06;1.2976697696050033e-05;0.00020247401815733212,43.11657166666667;5.882491666666666 
02:09:24,96.34541816075632;45.16873418490208;67.85067746481488,126.1997170395864,50;50;50,9.634541816075633e-05;4.516873418490208e-05;6.785067746481487e-05,43.11657166666667;5.882491666666666 
02:09:25,61.560286696751845;9.389759635926364;83.3512627442694,104.04455528892892,36;36;36,6.156028669675186e-05;9.389759635926364e-06;8.335126274426941e-05,43.11657166666667;5.882491666666666 
02:09:28,119.32351919809985;112.04552024523473;21.262256514253508,165.05873013240625,46;46;46,0.00011932351919809985;0.00011204552024523474;2.1262256514253507e-05,43.11657166666667;5.882491666666666 
02:09:30,57.22890155792244;52.72231572469144;53.709923909512014,94.54917067466005,37;37;37,5.722890155792244e-05;5.272231572469145e-05;5.370992390951202e-05,43.11657166666667;5.882491666666666 
02:09:32,59.44166762351996;69.231084359488;157.121977907833,181.6963698952875,19;19;19,5.944166762351996e-05;6.9231084359488e-05;0.00015712197790783303,43.11657166666667;5.882491666666666 
02:09:34,129.76697696050005;65.18463415781744;126.00795565605516,192.26676709294776,42;42;42,0.00012976697696050004;6.518463415781745e-05;0.00012600795565605516,43.11657166666667;5.882491666666666 
02:09:36,204.71172382354723;74.38609980901101;2.2140130456325124,217.81892380913706,70;70;70,0.00020471172382354724;7.438609980901102e-05;2.2140130456325126e-06,43.11657166666667;5.882491666666666 
02:09:38,209.99891915639236;192.92339809735626;143.77617412247014,319.3596277327159,41;41;41,0.0002099989191563924;0.00019292339809735625;0.00014377617412247016,43.11657166666667;5.882491666666666 
02:09:39,62.12890959103895;15.398956406910358;39.392722679780334,75.15926999059728,56;56;56,6.212890959103895e-05;1.5398956406910358e-05;3.9392722679780335e-05,43.11657166666667;5.882491666666666 
